,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
280,8,1,0.2286,0.2619,0.9354,0.929,0.01,64,sgd,MLPZeroReLu
281,8,2,0.2283,0.262,0.9358,0.9285,0.01,64,sgd,MLPZeroReLu
282,8,3,0.2281,0.2618,0.9358,0.9285,0.01,64,sgd,MLPZeroReLu
283,8,4,0.2281,0.2616,0.9359,0.9285,0.01,64,sgd,MLPZeroReLu
284,8,5,0.2279,0.2618,0.936,0.9284,0.01,64,sgd,MLPZeroReLu
285,8,6,0.2278,0.2616,0.936,0.9284,0.01,64,sgd,MLPZeroReLu
286,8,7,0.2276,0.2617,0.9361,0.9284,0.01,64,sgd,MLPZeroReLu
287,8,8,0.2276,0.2617,0.9361,0.9284,0.01,64,sgd,MLPZeroReLu
288,8,9,0.2275,0.2619,0.9361,0.9283,0.01,64,sgd,MLPZeroReLu
289,8,10,0.2273,0.2618,0.9361,0.9283,0.01,64,sgd,MLPZeroReLu
290,8,11,0.2272,0.2617,0.9361,0.9284,0.01,64,sgd,MLPZeroReLu
291,8,12,0.2271,0.2617,0.9361,0.9283,0.01,64,sgd,MLPZeroReLu
292,8,13,0.227,0.2617,0.9362,0.9284,0.01,64,sgd,MLPZeroReLu
293,8,14,0.2269,0.2617,0.9362,0.9284,0.01,64,sgd,MLPZeroReLu
294,8,15,0.2268,0.2617,0.9362,0.9284,0.01,64,sgd,MLPZeroReLu
295,8,16,0.2267,0.2617,0.9362,0.9285,0.01,64,sgd,MLPZeroReLu
296,8,17,0.2266,0.2617,0.9362,0.9284,0.01,64,sgd,MLPZeroReLu
297,8,18,0.2265,0.2616,0.9362,0.9285,0.01,64,sgd,MLPZeroReLu
298,8,19,0.2264,0.2616,0.9363,0.9284,0.01,64,sgd,MLPZeroReLu
299,8,20,0.2263,0.2616,0.9363,0.9284,0.01,64,sgd,MLPZeroReLu
300,8,21,0.2262,0.2616,0.9363,0.9284,0.01,64,sgd,MLPZeroReLu
301,8,22,0.2261,0.2616,0.9363,0.9284,0.01,64,sgd,MLPZeroReLu
302,8,23,0.226,0.2616,0.9364,0.9284,0.01,64,sgd,MLPZeroReLu
303,8,24,0.2259,0.2616,0.9364,0.9284,0.01,64,sgd,MLPZeroReLu
304,8,25,0.2258,0.2616,0.9364,0.9284,0.01,64,sgd,MLPZeroReLu
305,8,26,0.2257,0.2617,0.9364,0.9283,0.01,64,sgd,MLPZeroReLu
306,8,27,0.2256,0.2617,0.9365,0.9283,0.01,64,sgd,MLPZeroReLu
307,8,28,0.2255,0.2617,0.9365,0.9283,0.01,64,sgd,MLPZeroReLu
308,8,29,0.2254,0.2617,0.9365,0.9283,0.01,64,sgd,MLPZeroReLu
